ticket_id,subject,ticket_text,category,sentiment,priority,customer_age_days,previous_tickets,channel
TKT-04333,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. I would appreciate a response soon.,Billing & Payments,normal,Medium,674,2,Web Form
TKT-04334,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? I need this resolved TODAY. This is unacceptable.,Shipping & Delivery,urgent,High,442,15,Chat
TKT-04335,The item I received was damaged during shipping.,The item I received was damaged during shipping. I need this resolved TODAY. This is unacceptable.,Shipping & Delivery,urgent,High,248,15,Chat
TKT-04336,I want to update my email address on the account.,I want to update my email address on the account. I would appreciate a response soon.,Account Management,normal,Medium,626,4,Chat
TKT-04337,Video calls keep disconnecting after a few minutes.,"Video calls keep disconnecting after a few minutes. Whenever possible, please assist with this.",Technical Support,low,Low,193,7,Email
TKT-04338,My order was split into two shipments but I only received on...,My order was split into two shipments but I only received one. Just wanted to bring this to your attention.,Shipping & Delivery,low,Low,1503,7,Web Form
TKT-04339,I want to change my username but the option is greyed out.,"I want to change my username but the option is greyed out. No rush, but please help when you get a chance.",Account Management,low,Low,1115,3,Phone
TKT-04340,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. I am very frustrated and need an immediate resolution.,Account Management,urgent,High,1788,8,Chat
TKT-04341,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. I would appreciate a response soon.,Billing & Payments,normal,Medium,1656,11,Email
TKT-04342,I need a replacement for the defective item I received.,I need a replacement for the defective item I received. Kindly help me resolve this issue.,Product & Service,normal,Medium,1437,2,Email
TKT-04343,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? Kindly help me resolve this issue.,Product & Service,normal,Medium,854,8,Email
TKT-04344,Can I return a product that was bought during a sale?,Can I return a product that was bought during a sale? Please look into this at your earliest convenience.,Product & Service,normal,Medium,633,15,Phone
TKT-04345,I lost all my saved settings after the system update.,I lost all my saved settings after the system update. Please look into this at your earliest convenience.,Technical Support,normal,Medium,395,14,Email
TKT-04346,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. Just wanted to bring this to your attention.,Account Management,low,Low,615,10,Email
TKT-04347,The product I received does not match the description on the...,The product I received does not match the description on the website. I would appreciate a response soon.,Product & Service,normal,Medium,790,2,Email
TKT-04348,I want to switch from annual to monthly billing.,I want to switch from annual to monthly billing. URGENT: Please respond immediately.,Billing & Payments,urgent,High,655,8,Chat
TKT-04349,I am not satisfied with the product quality and want a retur...,"I am not satisfied with the product quality and want a return. No rush, but please help when you get a chance.",Product & Service,low,Low,1299,5,Chat
TKT-04350,I want to cancel my order before it ships.,I want to cancel my order before it ships. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1195,13,Chat
TKT-04351,I lost all my saved settings after the system update.,I lost all my saved settings after the system update. I would appreciate a response soon.,Technical Support,normal,Medium,1101,12,Email
TKT-04352,I need a replacement for the defective item I received.,I need a replacement for the defective item I received. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,1281,6,Email
TKT-04353,Can I return a product that was bought during a sale?,Can I return a product that was bought during a sale? This is a critical issue affecting my business operations.,Product & Service,urgent,High,260,8,Chat
TKT-04354,I want to update my email address on the account.,I want to update my email address on the account. I would appreciate a response soon.,Account Management,normal,Medium,1050,6,Phone
TKT-04355,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,1382,7,Chat
TKT-04356,How do I add a secondary user to my account?,How do I add a secondary user to my account? Please look into this at your earliest convenience.,Account Management,normal,Medium,1511,12,Web Form
TKT-04357,I need a replacement for the defective item I received.,I need a replacement for the defective item I received. Please let me know how to proceed.,Product & Service,normal,Medium,891,11,Phone
TKT-04358,My data is not syncing across devices.,My data is not syncing across devices. I am very frustrated and need an immediate resolution.,Technical Support,urgent,High,362,12,Chat
TKT-04359,Can I get a demo before purchasing the enterprise plan?,Can I get a demo before purchasing the enterprise plan? Looking forward to your assistance.,Product & Service,normal,Medium,551,6,Phone
TKT-04360,Please update my billing address to the new one.,Please update my billing address to the new one. Just wanted to bring this to your attention.,Billing & Payments,low,Low,1555,11,Phone
TKT-04361,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,510,13,Web Form
TKT-04362,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. I am very frustrated and need an immediate resolution.,Account Management,urgent,High,197,15,Web Form
TKT-04363,I want to update my email address on the account.,I want to update my email address on the account. Please look into this at your earliest convenience.,Account Management,normal,Medium,1644,6,Email
TKT-04364,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Please let me know how to proceed.,Billing & Payments,normal,Medium,697,8,Chat
TKT-04365,The product manual is missing from the package.,The product manual is missing from the package. Just wanted to bring this to your attention.,Product & Service,low,Low,563,9,Web Form
TKT-04366,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,922,8,Web Form
TKT-04367,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Looking forward to your assistance.,Billing & Payments,normal,Medium,1435,0,Web Form
TKT-04368,The product I received does not match the description on the...,The product I received does not match the description on the website. This is a critical issue affecting my business operations.,Product & Service,urgent,High,1273,14,Email
TKT-04369,I was charged twice for my subscription this month.,I was charged twice for my subscription this month. Just wanted to bring this to your attention.,Billing & Payments,low,Low,1636,8,Web Form
TKT-04370,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,858,13,Phone
TKT-04371,I want to switch from annual to monthly billing.,I want to switch from annual to monthly billing. Please let me know how to proceed.,Billing & Payments,normal,Medium,1491,13,Email
TKT-04372,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,535,5,Chat
TKT-04373,How do I download all my data before closing the account?,How do I download all my data before closing the account? This is a critical issue affecting my business operations.,Account Management,urgent,High,1251,13,Phone
TKT-04374,My auto-renewal failed and now my account is suspended.,"My auto-renewal failed and now my account is suspended. Whenever possible, please assist with this.",Billing & Payments,low,Low,664,0,Phone
TKT-04375,I want to cancel my order before it ships.,I want to cancel my order before it ships. Please address this when you have time.,Shipping & Delivery,low,Low,1620,7,Web Form
TKT-04376,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. This is a critical issue affecting my business operations.,Account Management,urgent,High,365,13,Email
TKT-04377,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. Please let me know how to proceed.,Shipping & Delivery,normal,Medium,344,10,Web Form
TKT-04378,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Just wanted to bring this to your attention.,Billing & Payments,low,Low,677,1,Chat
TKT-04379,Can I get a demo before purchasing the enterprise plan?,Can I get a demo before purchasing the enterprise plan? This is not urgent but I would like it resolved.,Product & Service,low,Low,877,5,Web Form
TKT-04380,I forgot my security question answer and cannot recover my a...,"I forgot my security question answer and cannot recover my account. No rush, but please help when you get a chance.",Account Management,low,Low,1289,13,Chat
TKT-04381,How long is the warranty period for this product?,How long is the warranty period for this product? I would appreciate a response soon.,Product & Service,normal,Medium,1554,13,Email
TKT-04382,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,453,0,Email
TKT-04383,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,900,12,Phone
TKT-04384,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. I would appreciate a response soon.,Billing & Payments,normal,Medium,4,9,Phone
TKT-04385,My account got locked after too many failed login attempts.,My account got locked after too many failed login attempts. This is not urgent but I would like it resolved.,Technical Support,low,Low,942,11,Web Form
TKT-04386,My order has not arrived even though it was supposed to be d...,My order has not arrived even though it was supposed to be delivered yesterday. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,671,13,Chat
TKT-04387,Why was my credit card charged without authorization?,Why was my credit card charged without authorization? I would appreciate a response soon.,Billing & Payments,normal,Medium,520,9,Phone
TKT-04388,The API integration is returning authentication errors.,The API integration is returning authentication errors. Looking forward to your assistance.,Technical Support,normal,Medium,1042,12,Chat
TKT-04389,I cannot log in to my account. It says invalid credentials.,I cannot log in to my account. It says invalid credentials. I would appreciate a response soon.,Technical Support,normal,Medium,402,7,Phone
TKT-04390,My order was split into two shipments but I only received on...,My order was split into two shipments but I only received one. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1463,1,Web Form
TKT-04391,The search feature is not returning relevant results.,The search feature is not returning relevant results. URGENT: Please respond immediately.,Technical Support,urgent,High,618,8,Phone
TKT-04392,The item I received was damaged during shipping.,The item I received was damaged during shipping. Just wanted to bring this to your attention.,Shipping & Delivery,low,Low,1383,13,Chat
TKT-04393,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,1103,10,Email
TKT-04394,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. Please address this when you have time.,Product & Service,low,Low,1816,15,Web Form
TKT-04395,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. Kindly help me resolve this issue.,Account Management,normal,Medium,1256,8,Phone
TKT-04396,My data is not syncing across devices.,"My data is not syncing across devices. Whenever possible, please assist with this.",Technical Support,low,Low,284,11,Chat
TKT-04397,The courier attempted delivery but I was not home. How do I ...,The courier attempted delivery but I was not home. How do I reschedule? Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,1799,0,Chat
TKT-04398,I want to cancel my order before it ships.,I want to cancel my order before it ships. Please let me know how to proceed.,Shipping & Delivery,normal,Medium,974,9,Email
TKT-04399,I need to update my company name in the account settings.,I need to update my company name in the account settings. URGENT: Please respond immediately.,Account Management,urgent,High,863,14,Phone
TKT-04400,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,410,9,Email
TKT-04401,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. I would appreciate a response soon.,Billing & Payments,normal,Medium,1335,6,Email
TKT-04402,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,1318,1,Phone
TKT-04403,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Looking forward to your assistance.,Billing & Payments,normal,Medium,732,4,Chat
TKT-04404,How do I download all my data before closing the account?,How do I download all my data before closing the account? I would appreciate a response soon.,Account Management,normal,Medium,1076,10,Web Form
TKT-04405,How do I add a secondary user to my account?,How do I add a secondary user to my account? I would appreciate a response soon.,Account Management,normal,Medium,411,4,Web Form
TKT-04406,My order has not arrived even though it was supposed to be d...,My order has not arrived even though it was supposed to be delivered yesterday. Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,1765,1,Phone
TKT-04407,My order has not arrived even though it was supposed to be d...,My order has not arrived even though it was supposed to be delivered yesterday. Please address this when you have time.,Shipping & Delivery,low,Low,1510,2,Email
TKT-04408,My bank says the transaction was declined but I see a charge...,My bank says the transaction was declined but I see a charge. This is a critical issue affecting my business operations.,Billing & Payments,urgent,High,1198,11,Web Form
TKT-04409,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Please let me know how to proceed.,Billing & Payments,normal,Medium,1028,12,Phone
TKT-04410,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1029,6,Web Form
TKT-04411,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. Kindly help me resolve this issue.,Account Management,normal,Medium,1496,9,Web Form
TKT-04412,I want to cancel my order before it ships.,I want to cancel my order before it ships. Please address this when you have time.,Shipping & Delivery,low,Low,1317,13,Web Form
TKT-04413,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Please let me know how to proceed.,Billing & Payments,normal,Medium,843,12,Web Form
TKT-04414,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. I am very frustrated and need an immediate resolution.,Product & Service,urgent,High,33,11,Chat
TKT-04415,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. Please let me know how to proceed.,Account Management,normal,Medium,1201,11,Email
TKT-04416,How long is the warranty period for this product?,How long is the warranty period for this product? Kindly help me resolve this issue.,Product & Service,normal,Medium,1472,5,Chat
TKT-04417,The application crashes every time I try to open it.,The application crashes every time I try to open it. Please let me know how to proceed.,Technical Support,normal,Medium,1443,5,Web Form
TKT-04418,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,647,8,Web Form
TKT-04419,I lost all my saved settings after the system update.,I lost all my saved settings after the system update. I would appreciate a response soon.,Technical Support,normal,Medium,319,2,Phone
TKT-04420,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,1090,12,Web Form
TKT-04421,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Looking forward to your assistance.,Billing & Payments,normal,Medium,1777,7,Chat
TKT-04422,I am not satisfied with the product quality and want a retur...,"I am not satisfied with the product quality and want a return. Whenever possible, please assist with this.",Product & Service,low,Low,930,10,Chat
TKT-04423,Can I change the primary contact number on my profile?,Can I change the primary contact number on my profile? Kindly help me resolve this issue.,Account Management,normal,Medium,1695,4,Email
TKT-04424,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. Kindly help me resolve this issue.,Technical Support,normal,Medium,212,0,Chat
TKT-04425,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. I would appreciate a response soon.,Technical Support,normal,Medium,1717,11,Email
TKT-04426,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. Looking forward to your assistance.,Product & Service,normal,Medium,848,9,Web Form
TKT-04427,The delivery address on my order is incorrect. Can it be cha...,The delivery address on my order is incorrect. Can it be changed? This is extremely urgent and needs immediate attention!,Shipping & Delivery,urgent,High,417,11,Email
TKT-04428,How long is the warranty period for this product?,How long is the warranty period for this product? I need this resolved TODAY. This is unacceptable.,Product & Service,urgent,High,728,11,Chat
TKT-04429,Can I have multiple profiles under one account?,Can I have multiple profiles under one account? This is not urgent but I would like it resolved.,Account Management,low,Low,1582,10,Email
TKT-04430,How do I add a secondary user to my account?,How do I add a secondary user to my account? Please address this when you have time.,Account Management,low,Low,1589,11,Chat
TKT-04431,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,704,1,Phone
TKT-04432,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,769,10,Phone
TKT-04433,The product color I received is different from what I ordere...,"The product color I received is different from what I ordered. No rush, but please help when you get a chance.",Product & Service,low,Low,772,14,Phone
TKT-04434,How do I upgrade from the basic to the professional plan?,How do I upgrade from the basic to the professional plan? I need this resolved TODAY. This is unacceptable.,Product & Service,urgent,High,1749,3,Chat
TKT-04435,I forgot my security question answer and cannot recover my a...,I forgot my security question answer and cannot recover my account. Please let me know how to proceed.,Account Management,normal,Medium,188,1,Email
TKT-04436,The dashboard is showing incorrect data and outdated metrics...,The dashboard is showing incorrect data and outdated metrics. This is a critical issue affecting my business operations.,Technical Support,urgent,High,1774,12,Chat
TKT-04437,I need to transfer my account to a different email.,I need to transfer my account to a different email. I would appreciate a response soon.,Account Management,normal,Medium,639,5,Email
TKT-04438,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. Looking forward to your assistance.,Product & Service,normal,Medium,1525,7,Email
TKT-04439,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Just wanted to bring this to your attention.,Product & Service,low,Low,130,10,Chat
TKT-04440,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? This is extremely urgent and needs immediate attention!,Shipping & Delivery,urgent,High,179,9,Web Form
TKT-04441,Why was my credit card charged without authorization?,Why was my credit card charged without authorization? This is a critical issue affecting my business operations.,Billing & Payments,urgent,High,1808,11,Phone
TKT-04442,The search feature is not returning relevant results.,The search feature is not returning relevant results. This is extremely urgent and needs immediate attention!,Technical Support,urgent,High,657,7,Email
TKT-04443,The application crashes every time I try to open it.,"The application crashes every time I try to open it. Whenever possible, please assist with this.",Technical Support,low,Low,22,14,Web Form
TKT-04444,I want to know more about the premium plan features.,I want to know more about the premium plan features. Please look into this at your earliest convenience.,Product & Service,normal,Medium,98,13,Phone
TKT-04445,The product manual is missing from the package.,The product manual is missing from the package. Kindly help me resolve this issue.,Product & Service,normal,Medium,655,14,Web Form
TKT-04446,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,667,9,Email
TKT-04447,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Please address this when you have time.,Product & Service,low,Low,1211,3,Chat
TKT-04448,I need an urgent delivery but the standard option is too slo...,I need an urgent delivery but the standard option is too slow. Please address this when you have time.,Shipping & Delivery,low,Low,547,10,Chat
TKT-04449,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,1266,3,Email
TKT-04450,The tracking number provided is not working on the courier w...,The tracking number provided is not working on the courier website. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,1313,12,Email
TKT-04451,I was charged twice for my subscription this month.,I was charged twice for my subscription this month. Please address this when you have time.,Billing & Payments,low,Low,1304,4,Chat
TKT-04452,I need to transfer my account to a different email.,"I need to transfer my account to a different email. No rush, but please help when you get a chance.",Account Management,low,Low,829,4,Web Form
TKT-04453,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,1297,15,Phone
TKT-04454,I received the wrong item in my package.,I received the wrong item in my package. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1712,12,Chat
TKT-04455,I upgraded my plan but was charged the old rate.,I upgraded my plan but was charged the old rate. This is a critical issue affecting my business operations.,Billing & Payments,urgent,High,1017,2,Email
TKT-04456,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. I would appreciate a response soon.,Billing & Payments,normal,Medium,1356,11,Web Form
TKT-04457,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. URGENT: Please respond immediately.,Technical Support,urgent,High,101,6,Chat
TKT-04458,The application crashes every time I try to open it.,The application crashes every time I try to open it. URGENT: Please respond immediately.,Technical Support,urgent,High,1732,8,Phone
TKT-04459,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Kindly help me resolve this issue.,Product & Service,normal,Medium,1649,6,Web Form
TKT-04460,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,605,10,Chat
TKT-04461,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Please let me know how to proceed.,Billing & Payments,normal,Medium,1812,0,Chat
TKT-04462,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? URGENT: Please respond immediately.,Product & Service,urgent,High,90,9,Email
TKT-04463,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. Just wanted to bring this to your attention.,Technical Support,low,Low,537,0,Web Form
TKT-04464,I need to update my company name in the account settings.,I need to update my company name in the account settings. Looking forward to your assistance.,Account Management,normal,Medium,540,14,Web Form
TKT-04465,Can I get a demo before purchasing the enterprise plan?,Can I get a demo before purchasing the enterprise plan? I am very frustrated and need an immediate resolution.,Product & Service,urgent,High,48,8,Email
TKT-04466,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Kindly help me resolve this issue.,Product & Service,normal,Medium,893,12,Phone
TKT-04467,The application crashes every time I try to open it.,The application crashes every time I try to open it. URGENT: Please respond immediately.,Technical Support,urgent,High,675,11,Web Form
TKT-04468,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. Looking forward to your assistance.,Technical Support,normal,Medium,1088,14,Web Form
TKT-04469,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. Please let me know how to proceed.,Account Management,normal,Medium,1277,7,Email
TKT-04470,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. Please look into this at your earliest convenience.,Technical Support,normal,Medium,854,4,Chat
TKT-04471,The product I received does not match the description on the...,"The product I received does not match the description on the website. No rush, but please help when you get a chance.",Product & Service,low,Low,1638,6,Web Form
TKT-04472,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. Please let me know how to proceed.,Billing & Payments,normal,Medium,568,14,Email
TKT-04473,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. I am very frustrated and need an immediate resolution.,Product & Service,urgent,High,35,6,Phone
TKT-04474,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1755,10,Chat
TKT-04475,How do I upgrade from the basic to the professional plan?,How do I upgrade from the basic to the professional plan? Please address this when you have time.,Product & Service,low,Low,594,9,Email
TKT-04476,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Kindly help me resolve this issue.,Product & Service,normal,Medium,942,1,Phone
TKT-04477,My data is not syncing across devices.,My data is not syncing across devices. Please let me know how to proceed.,Technical Support,normal,Medium,491,11,Email
TKT-04478,The item I received was damaged during shipping.,The item I received was damaged during shipping. This is extremely urgent and needs immediate attention!,Shipping & Delivery,urgent,High,1680,10,Chat
TKT-04479,The API integration is returning authentication errors.,The API integration is returning authentication errors. Looking forward to your assistance.,Technical Support,normal,Medium,17,8,Web Form
TKT-04480,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Kindly help me resolve this issue.,Product & Service,normal,Medium,779,4,Chat
TKT-04481,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. Please let me know how to proceed.,Account Management,normal,Medium,1359,5,Chat
TKT-04482,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. I am very frustrated and need an immediate resolution.,Product & Service,urgent,High,4,3,Chat
TKT-04483,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. Please look into this at your earliest convenience.,Technical Support,normal,Medium,895,10,Web Form
TKT-04484,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Looking forward to your assistance.,Product & Service,normal,Medium,994,13,Web Form
TKT-04485,The product I received does not match the description on the...,The product I received does not match the description on the website. Looking forward to your assistance.,Product & Service,normal,Medium,571,10,Chat
TKT-04486,The delivery address on my order is incorrect. Can it be cha...,The delivery address on my order is incorrect. Can it be changed? Please let me know how to proceed.,Shipping & Delivery,normal,Medium,667,15,Phone
TKT-04487,I cannot log in to my account. It says invalid credentials.,I cannot log in to my account. It says invalid credentials. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,167,15,Phone
TKT-04488,I want to enable or disable email notifications.,I want to enable or disable email notifications. Kindly help me resolve this issue.,Account Management,normal,Medium,1229,5,Web Form
TKT-04489,I forgot my security question answer and cannot recover my a...,I forgot my security question answer and cannot recover my account. Kindly help me resolve this issue.,Account Management,normal,Medium,179,2,Phone
TKT-04490,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? I would appreciate a response soon.,Product & Service,normal,Medium,878,14,Phone
TKT-04491,Can I get a prorated refund for unused days after cancellati...,Can I get a prorated refund for unused days after cancellation? Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,1618,15,Web Form
TKT-04492,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. I am very frustrated and need an immediate resolution.,Account Management,urgent,High,833,11,Phone
TKT-04493,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Looking forward to your assistance.,Billing & Payments,normal,Medium,637,3,Web Form
TKT-04494,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? I would appreciate a response soon.,Shipping & Delivery,normal,Medium,1480,0,Email
TKT-04495,The product stopped working after just two weeks of use.,The product stopped working after just two weeks of use. Please let me know how to proceed.,Product & Service,normal,Medium,1676,5,Email
TKT-04496,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,176,10,Web Form
TKT-04497,The website is loading very slowly on my browser.,The website is loading very slowly on my browser. Just wanted to bring this to your attention.,Technical Support,low,Low,259,8,Chat
TKT-04498,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. I would appreciate a response soon.,Account Management,normal,Medium,983,12,Web Form
TKT-04499,The product I received does not match the description on the...,The product I received does not match the description on the website. Please let me know how to proceed.,Product & Service,normal,Medium,1570,8,Web Form
TKT-04500,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Please address this when you have time.,Billing & Payments,low,Low,69,8,Email
TKT-04501,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. Please address this when you have time.,Technical Support,low,Low,11,2,Phone
TKT-04502,Two-factor authentication is not sending the OTP to my phone...,Two-factor authentication is not sending the OTP to my phone. Kindly help me resolve this issue.,Technical Support,normal,Medium,1628,12,Web Form
TKT-04503,The tracking number provided is not working on the courier w...,"The tracking number provided is not working on the courier website. Whenever possible, please assist with this.",Shipping & Delivery,low,Low,535,8,Web Form
TKT-04504,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,805,1,Web Form
TKT-04505,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1297,4,Web Form
TKT-04506,The application crashes every time I try to open it.,The application crashes every time I try to open it. I would appreciate a response soon.,Technical Support,normal,Medium,810,9,Email
TKT-04507,Please update my billing address to the new one.,Please update my billing address to the new one. Please let me know how to proceed.,Billing & Payments,normal,Medium,1682,11,Web Form
TKT-04508,The courier attempted delivery but I was not home. How do I ...,The courier attempted delivery but I was not home. How do I reschedule? I would appreciate a response soon.,Shipping & Delivery,normal,Medium,1645,11,Email
TKT-04509,I cannot log in to my account. It says invalid credentials.,"I cannot log in to my account. It says invalid credentials. Whenever possible, please assist with this.",Technical Support,low,Low,658,6,Chat
TKT-04510,I want to switch from annual to monthly billing.,I want to switch from annual to monthly billing. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1792,10,Chat
TKT-04511,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,854,8,Chat
TKT-04512,Can I get a demo before purchasing the enterprise plan?,Can I get a demo before purchasing the enterprise plan? Please let me know how to proceed.,Product & Service,normal,Medium,547,9,Web Form
TKT-04513,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,1703,15,Phone
TKT-04514,I want to switch from annual to monthly billing.,I want to switch from annual to monthly billing. Please let me know how to proceed.,Billing & Payments,normal,Medium,1428,3,Email
TKT-04515,The item I received was damaged during shipping.,The item I received was damaged during shipping. Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,314,8,Phone
TKT-04516,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. I would appreciate a response soon.,Billing & Payments,normal,Medium,695,6,Email
